Id,Temperature,Humidity,PM2.5,PM10,NO2,SO2,CO,Proximity_to_Industrial_Areas,Population_Density,Air Quality
4266,34.1,60.8,71.1,91.7,37.5,17.4,2.12,4.1,458,Poor
2533,34.7,94.5,12.3,31.9,39.8,20.2,1.58,4.4,424,Poor
2725,30.2,72.3,13.7,22.2,29.8,10.1,1.74,9.7,555,Poor
1070,26.1,48.2,15.7,16.5,17.1,5.3,0.94,11.1,344,Good
1775,21.8,59.9,21.0,22.6,23.5,5.2,0.94,10.0,318,Good
4808,44.3,88.4,2.6,13.3,35.0,16.2,2.31,4.8,757,Poor
1283,32.1,90.5,51.8,69.9,26.6,22.3,1.57,3.4,782,Poor
3050,25.5,78.0,95.3,105.1,26.0,9.9,1.46,7.2,554,Moderate
4753,25.2,42.6,10.5,18.0,24.7,7.0,0.89,10.8,517,Good
1836,39.1,82.6,11.4,31.9,27.9,18.5,2.0,4.5,750,Poor
4242,21.7,74.1,57.2,74.9,20.9,7.1,1.63,5.0,580,Moderate
1019,42.8,73.0,1.1,23.7,31.2,25.6,2.46,3.5,495,Hazardous
4133,39.0,77.2,37.9,52.4,47.7,18.9,1.7,5.2,617,Poor
1326,24.4,48.1,14.8,19.8,24.5,4.3,0.87,12.0,381,Good
475,34.0,75.9,10.0,18.0,30.4,5.2,1.57,5.2,356,Moderate
4271,25.7,77.9,16.2,22.9,12.2,8.1,0.95,11.5,326,Good
1651,21.7,50.0,21.5,25.1,12.2,7.0,1.13,11.1,311,Good
3998,30.3,73.7,47.2,61.4,25.7,11.3,1.89,3.5,523,Poor
4467,29.8,44.6,4.0,11.0,19.5,3.3,1.02,13.1,461,Good
2610,20.3,77.6,12.1,19.5,18.0,6.1,0.89,14.2,308,Good
2476,24.3,78.7,13.3,20.4,23.6,3.8,0.92,11.1,348,Good
2583,26.9,58.8,0.8,8.1,18.4,4.5,1.01,11.2,245,Good
1373,38.5,55.8,12.3,32.1,24.8,9.4,1.75,5.6,312,Moderate
739,30.2,56.8,0.2,4.7,24.6,10.2,1.49,5.3,696,Moderate
3618,37.6,90.9,76.1,78.8,38.6,11.1,1.74,4.7,506,Poor
2440,27.5,62.3,1.1,6.0,14.1,5.6,1.04,10.9,533,Good
867,40.0,63.2,14.9,24.0,27.4,7.0,1.51,6.4,569,Moderate
1140,33.2,88.1,7.0,16.1,29.8,11.1,1.45,5.1,332,Moderate
997,30.9,92.5,24.3,29.7,34.9,18.0,1.64,9.1,678,Poor
1337,23.5,64.4,30.3,37.8,26.5,3.9,0.98,10.4,454,Good
541,27.4,67.4,10.8,32.6,51.6,25.2,2.88,2.6,846,Hazardous
1099,37.1,88.5,16.7,22.4,26.6,10.7,1.43,5.9,609,Moderate
1132,27.2,75.0,2.6,15.4,23.5,10.7,1.31,6.2,500,Moderate
4064,20.3,78.3,8.4,11.9,22.8,7.2,1.1,15.4,342,Good
2715,30.1,81.5,84.8,96.1,22.1,6.0,1.44,5.7,579,Moderate
2258,49.9,101.3,34.6,51.9,47.7,17.8,2.72,3.3,795,Hazardous
4750,37.5,76.6,9.3,10.1,32.2,15.0,1.29,5.1,669,Moderate
59,30.3,78.9,5.2,8.6,12.5,6.6,0.78,11.0,403,Good
2883,28.0,63.6,2.8,6.3,27.8,7.9,0.91,11.8,344,Good
1938,30.8,69.0,8.1,21.3,17.8,8.0,1.37,5.6,635,Moderate
2576,17.8,84.3,7.5,23.0,27.7,7.9,1.35,7.5,315,Moderate
4936,30.2,79.7,21.1,25.3,30.6,6.5,1.63,5.9,609,Moderate
1078,29.2,78.4,17.6,24.9,21.5,1.9,0.97,10.1,285,Good
3249,18.4,60.6,3.0,8.4,16.6,7.3,1.04,10.2,444,Good
3127,22.3,70.1,2.6,10.4,26.8,2.9,1.2,10.1,388,Good
2488,32.2,79.5,52.1,54.7,20.3,9.3,1.67,8.5,448,Moderate
940,20.9,74.5,1.0,8.1,10.5,1.5,0.9,10.5,278,Good
1080,26.1,48.5,5.3,10.5,18.4,5.0,0.99,10.4,547,Good
187,27.2,55.1,16.5,23.0,24.2,4.8,0.8,12.9,303,Good
2634,30.9,46.6,4.1,13.6,14.3,1.8,0.98,10.4,218,Good
2085,32.8,60.4,1.6,12.8,28.1,5.7,1.36,12.5,406,Moderate
2249,23.4,53.5,4.9,10.5,17.5,6.3,0.91,15.5,501,Good
4890,36.9,84.6,58.5,75.7,39.1,13.1,1.96,4.6,609,Poor
2023,27.4,76.9,3.2,10.3,13.7,5.9,1.1,10.6,224,Good
3539,32.6,63.8,4.6,21.9,20.9,14.5,1.6,7.7,605,Moderate
4048,22.4,69.0,9.2,12.2,18.7,4.0,1.15,12.8,245,Good
3606,26.4,58.3,2.9,7.5,21.3,3.9,0.89,10.8,244,Good
226,38.1,80.9,20.4,53.0,39.5,26.8,2.27,3.2,613,Hazardous
4847,41.9,79.0,28.6,45.1,49.6,19.1,2.48,4.8,886,Hazardous
1929,23.4,68.9,14.2,18.2,18.4,6.7,0.93,10.7,265,Good
3055,25.5,65.8,4.3,20.3,33.9,10.2,1.09,9.3,596,Moderate
4489,41.0,60.7,26.9,56.7,38.4,13.0,2.25,3.5,673,Poor
1404,46.4,79.4,116.9,130.4,39.5,25.1,3.14,2.8,577,Hazardous
2179,25.9,87.6,28.6,47.1,23.1,6.4,1.46,5.6,490,Moderate
697,23.2,40.3,2.3,8.9,19.5,5.7,0.89,11.1,255,Good
1124,22.7,49.7,18.4,27.1,20.4,6.0,0.92,10.5,565,Good
3361,28.2,63.8,2.4,7.5,20.9,6.8,0.83,10.6,317,Good
4135,36.9,69.8,55.4,62.3,37.2,21.0,2.04,3.8,414,Poor
1778,24.2,62.7,4.5,8.5,22.3,0.3,0.99,10.3,555,Good
2858,35.9,70.8,30.1,48.9,35.1,10.2,1.86,4.0,671,Poor
1037,20.1,47.4,1.8,4.3,24.1,5.8,0.89,11.4,551,Good
4456,26.0,88.4,14.3,31.1,35.1,16.7,2.26,3.9,745,Poor
2256,29.0,85.7,28.2,39.8,25.4,4.5,1.62,5.1,699,Moderate
313,35.3,75.4,8.0,27.1,37.3,9.0,1.82,21.6,696,Poor
2281,37.0,86.3,81.3,110.8,41.3,16.2,2.97,2.5,841,Hazardous
1416,21.7,69.0,7.3,12.7,21.1,6.2,0.94,10.4,593,Good
1036,29.3,78.5,14.8,19.2,29.3,-0.4,1.48,8.0,451,Moderate
2159,26.4,77.1,20.6,24.8,24.1,12.4,1.46,6.7,576,Moderate
4163,43.6,93.3,75.6,90.4,33.6,17.9,1.98,9.6,425,Poor
1754,41.7,82.5,1.7,15.8,31.1,12.7,1.8,4.6,735,Poor
3112,23.5,58.3,4.8,5.7,11.7,5.9,0.99,10.8,346,Good
2813,26.5,59.3,6.2,10.5,12.4,3.6,0.83,10.1,386,Good
2698,26.7,53.8,6.9,21.8,25.3,7.7,1.59,6.4,295,Moderate
3207,29.0,71.5,7.9,8.1,24.2,7.2,1.13,14.7,532,Good
4350,38.6,50.6,13.6,18.5,24.5,8.5,1.66,7.6,489,Moderate
3431,25.0,57.3,0.8,6.7,27.1,3.6,1.12,10.7,267,Good
1506,41.0,67.4,11.3,26.7,28.3,21.9,2.04,5.5,493,Poor
1923,33.7,54.1,5.2,15.5,34.5,6.8,1.5,5.4,367,Moderate
448,27.6,61.5,0.0,4.5,25.1,4.3,1.07,11.0,536,Good
4128,31.9,78.1,16.7,30.3,29.4,9.0,1.76,5.3,671,Moderate
2528,35.2,85.5,0.5,12.4,30.8,12.2,1.91,6.9,318,Moderate
4969,25.0,45.1,12.9,17.6,18.6,6.0,0.95,11.4,605,Good
2789,31.5,70.3,19.9,38.8,21.8,6.3,1.95,6.3,707,Poor
361,23.0,50.7,1.1,5.0,24.8,2.1,1.12,12.4,593,Good
2183,23.1,70.5,34.7,39.4,21.6,4.5,0.85,10.8,283,Good
1134,25.3,73.8,6.5,19.1,32.4,12.6,1.2,5.5,419,Moderate
3880,42.8,116.1,10.3,31.6,36.9,15.3,2.34,4.1,755,Hazardous
2155,41.6,100.7,156.7,166.2,38.7,24.5,1.96,2.8,888,Hazardous
1830,41.9,81.3,11.4,23.3,31.2,11.5,1.98,5.5,459,Poor
1053,26.3,64.3,73.4,81.3,11.9,3.4,0.87,10.2,390,Good
22,31.8,67.3,17.7,23.4,22.1,9.6,2.49,5.9,689,Poor
2066,28.3,72.7,56.8,70.2,34.4,10.3,1.75,5.1,486,Poor
1653,23.1,59.7,13.3,25.3,22.9,14.1,1.3,6.3,598,Moderate
2587,25.0,87.2,4.0,6.4,32.9,9.4,1.57,5.9,662,Moderate
3210,25.9,79.1,16.3,22.0,18.4,2.7,0.9,10.3,387,Good
4302,29.8,73.1,4.7,12.9,23.1,12.2,1.44,5.9,682,Moderate
4036,35.1,64.8,106.3,125.3,28.2,15.6,2.24,7.2,762,Poor
2325,21.7,76.5,5.5,8.4,22.5,5.0,0.98,14.8,340,Good
460,24.8,39.8,58.4,68.2,26.5,3.7,0.93,16.5,397,Good
1067,24.4,53.1,3.6,10.5,15.0,7.0,1.04,10.2,353,Good
87,29.6,74.8,15.3,28.4,20.2,10.4,1.45,5.6,373,Moderate
1430,27.5,76.2,16.6,24.3,32.4,17.8,1.97,5.2,577,Poor
2647,22.4,52.4,2.8,11.1,19.1,6.3,0.83,10.3,339,Good
282,25.7,78.3,1.2,8.0,18.5,5.3,1.09,16.4,526,Good
462,33.8,71.4,35.9,59.1,36.1,15.0,1.74,3.6,619,Poor
212,38.3,73.3,15.0,29.6,38.1,14.1,2.32,4.2,373,Poor
2499,35.4,81.5,4.6,17.8,37.6,11.7,1.9,3.6,488,Poor
1368,40.9,75.9,80.5,74.7,34.0,27.4,3.48,3.5,805,Hazardous
234,23.4,54.7,10.2,12.8,11.4,4.5,1.13,10.9,362,Good
2770,29.3,50.0,31.7,36.7,33.8,8.5,1.46,5.3,642,Moderate
597,24.4,57.1,1.6,5.3,16.7,7.9,1.02,16.4,228,Good
4420,25.6,52.6,1.9,3.6,13.5,6.2,1.07,11.4,492,Good
2250,26.5,67.6,18.4,29.0,40.0,12.3,2.17,4.1,598,Poor
4031,28.3,87.1,37.0,48.5,22.9,10.0,1.48,5.4,550,Moderate
2283,38.3,99.0,8.2,27.2,24.9,13.9,2.69,3.8,808,Poor
662,24.2,68.7,8.6,12.6,22.0,4.0,1.0,12.2,321,Good
4963,25.8,70.1,7.1,10.7,26.5,4.1,0.94,11.2,344,Good
2285,22.0,72.9,7.5,11.7,21.2,4.0,0.88,25.2,300,Good
4716,24.3,72.9,1.9,10.4,22.7,2.1,0.89,10.8,300,Good
3193,31.9,57.1,4.4,12.0,27.0,7.7,1.23,6.1,395,Moderate
2503,25.5,65.8,20.5,24.1,15.0,4.1,1.03,10.6,543,Good
4043,34.8,60.9,38.2,54.1,24.0,15.6,1.28,10.8,308,Moderate
779,27.0,43.9,6.7,12.3,11.3,6.2,0.95,10.7,279,Good
4019,32.5,56.9,2.4,25.1,23.2,13.4,1.61,5.3,451,Moderate
3426,23.2,69.7,5.8,14.1,24.6,3.5,0.97,12.3,579,Good
4306,30.9,62.0,3.5,7.3,31.0,10.4,1.36,5.0,297,Moderate
3196,35.5,79.5,19.1,40.9,41.3,5.0,2.0,7.0,650,Poor
4835,36.1,79.0,19.0,27.4,20.5,13.8,1.49,6.9,604,Moderate
685,39.2,87.8,31.4,53.8,30.3,31.8,2.69,3.7,565,Hazardous
3169,27.2,57.8,3.8,10.9,22.7,6.1,0.9,10.6,481,Good
3926,34.6,97.6,52.6,69.2,33.1,11.4,2.2,4.6,537,Poor
3434,24.4,38.2,4.7,10.9,20.8,1.3,0.72,10.8,429,Good
2171,21.4,46.6,13.6,21.9,13.1,7.2,1.22,10.3,253,Good
3689,27.6,66.9,47.1,60.3,32.4,14.0,2.2,3.4,426,Poor
1850,24.1,63.0,3.9,7.4,22.5,8.0,0.78,19.9,566,Good
487,26.6,44.6,16.5,21.6,17.1,6.6,0.98,13.7,555,Good
1688,27.3,67.7,2.4,9.2,24.6,7.6,1.13,11.1,249,Good
2230,41.4,82.4,12.6,27.3,41.2,9.1,1.91,4.3,471,Poor
3264,23.2,54.0,2.9,8.8,24.4,0.6,1.04,12.5,372,Good
2320,38.5,87.4,15.6,22.3,37.3,13.7,1.62,7.5,412,Poor
782,25.2,60.0,6.8,12.0,25.3,3.8,1.02,11.2,509,Good
521,24.2,62.9,15.3,21.3,20.4,4.5,1.08,13.3,317,Good
522,25.2,88.9,22.3,44.2,34.1,17.5,2.33,4.4,578,Poor
2837,33.5,82.9,21.9,45.6,37.1,20.9,1.72,4.7,591,Poor
4539,42.2,76.5,39.0,53.0,31.2,13.5,2.3,5.2,458,Poor
2398,35.0,99.0,28.8,37.8,50.0,16.0,2.66,2.5,586,Hazardous
2207,24.2,51.3,25.2,30.8,24.6,7.0,0.97,12.0,506,Good
3477,23.5,70.8,4.6,13.3,35.7,4.8,1.45,12.5,345,Moderate
3552,31.4,97.3,70.4,97.4,39.2,20.8,1.83,5.3,480,Poor
4087,41.3,77.0,7.0,28.8,51.9,25.2,2.11,8.3,643,Hazardous
2822,44.4,102.1,35.4,54.7,55.5,25.5,1.79,3.0,772,Hazardous
1511,22.6,66.2,3.1,8.0,16.8,7.1,0.84,10.4,321,Good
1882,26.2,85.9,48.1,60.2,19.8,9.0,1.56,7.1,286,Moderate
651,24.3,92.5,25.8,32.4,30.8,13.7,1.69,6.0,268,Moderate
4930,30.4,77.0,10.0,14.8,15.5,3.1,0.9,10.1,386,Good
3089,24.5,62.2,7.7,12.4,25.2,7.3,1.65,8.8,393,Moderate
369,26.6,70.9,5.9,18.2,26.9,11.7,1.5,5.3,573,Moderate
4997,24.2,67.6,19.4,35.1,24.2,9.6,1.91,6.2,422,Poor
118,29.6,83.0,4.0,14.1,22.2,3.2,1.05,11.9,225,Good
3320,30.7,76.4,18.3,31.9,27.6,11.6,1.54,5.9,516,Moderate
3034,25.5,38.3,3.6,8.8,19.1,6.6,1.05,17.8,379,Good
2216,23.6,80.8,2.6,8.3,22.9,4.3,0.97,10.5,509,Good
3542,32.2,77.3,6.3,18.6,17.3,13.3,1.6,8.4,454,Moderate
1613,26.0,65.5,12.3,16.1,24.8,3.1,0.99,10.9,405,Good
3151,28.6,81.6,7.6,14.1,12.0,3.7,0.92,10.3,524,Good
962,34.7,82.4,8.3,35.2,42.3,19.6,1.09,3.8,761,Poor
2510,25.1,47.4,1.9,6.0,24.0,8.4,1.0,10.9,265,Good
3831,23.0,52.0,14.1,15.5,20.1,4.9,0.76,11.9,497,Good
2823,24.9,54.3,39.0,56.5,30.3,12.3,1.6,5.2,351,Moderate
4343,24.7,49.4,15.5,21.2,21.7,4.8,0.94,10.6,389,Good
3032,34.9,63.0,59.7,69.2,29.5,8.2,1.07,5.2,568,Moderate
2415,21.6,46.5,6.5,15.7,21.8,7.8,1.03,15.0,602,Good
4654,46.1,80.5,42.3,58.5,32.1,28.4,2.4,2.7,705,Hazardous
4236,25.1,81.3,11.9,21.9,33.8,8.1,1.48,13.9,625,Moderate
2185,44.0,100.4,55.0,76.2,23.8,18.6,2.12,4.3,535,Poor
3669,40.2,84.8,61.2,77.0,35.2,3.9,1.82,2.8,905,Hazardous
2037,27.2,66.4,13.0,16.3,23.5,4.9,1.08,14.0,428,Good
4362,23.7,61.1,16.1,21.7,23.7,7.6,1.08,11.2,567,Good
772,37.2,73.0,36.6,64.7,48.2,20.6,1.94,4.0,514,Hazardous
1284,33.7,89.4,30.0,47.3,26.5,8.1,1.41,6.0,613,Moderate
4603,23.8,73.7,14.0,16.6,14.5,2.3,1.17,10.2,606,Good
4794,39.9,69.7,1.8,10.6,27.1,18.0,2.29,6.9,660,Hazardous
1414,28.9,62.3,5.1,10.3,14.3,5.8,0.82,14.5,368,Good
1234,18.5,60.0,20.8,22.7,24.0,6.7,0.89,11.8,541,Good
2699,25.0,38.6,18.5,25.2,14.0,4.8,1.12,11.9,499,Good
435,24.5,61.3,1.7,5.2,22.3,4.8,0.97,10.8,548,Good
1674,25.5,47.4,9.5,8.9,25.2,5.9,1.24,10.6,404,Good
365,28.0,67.3,116.2,126.2,26.6,4.8,1.32,5.7,307,Moderate
2649,25.5,73.0,11.6,16.3,11.2,3.0,1.06,11.4,494,Good
231,27.6,53.6,7.1,10.4,28.4,4.5,0.87,10.3,591,Good
4267,25.9,76.7,13.8,17.9,17.4,5.0,1.2,10.3,251,Good
4041,40.0,88.7,29.3,46.0,45.1,20.7,2.03,3.2,821,Hazardous
4399,23.5,54.8,2.3,9.1,15.4,5.7,1.06,11.8,325,Good
407,28.7,63.2,10.7,16.8,22.0,6.4,0.76,15.0,319,Good
2090,36.5,81.6,6.1,19.4,29.0,20.5,1.92,4.2,690,Poor
86,42.3,70.3,22.5,33.9,32.1,22.0,2.82,9.5,672,Hazardous
844,43.3,59.3,62.2,74.7,33.0,19.2,2.44,3.6,801,Poor
1031,23.8,92.0,20.3,37.8,44.0,5.5,2.29,4.0,433,Poor
2855,36.8,89.3,9.3,17.3,29.2,14.7,1.62,7.0,422,Moderate
4109,36.4,78.0,31.2,47.9,30.4,6.8,2.07,4.4,656,Poor
4396,37.5,64.7,3.5,18.5,25.1,15.9,1.7,7.2,399,Moderate
3893,57.7,77.3,22.8,42.8,33.2,20.4,3.03,3.9,810,Hazardous
2658,44.9,103.0,8.1,28.8,50.1,35.0,2.54,3.9,821,Hazardous
855,29.8,60.2,10.7,19.8,24.9,12.4,2.0,6.4,472,Moderate
78,21.8,47.6,24.3,32.4,21.5,7.5,0.96,10.8,428,Good
2247,24.1,60.7,12.6,17.7,22.8,5.3,1.02,12.7,403,Good
4570,30.5,85.8,29.7,46.4,27.4,11.1,1.64,6.4,605,Poor
3656,25.8,87.9,7.3,19.7,30.0,16.8,1.38,5.5,326,Moderate
4151,29.8,80.8,10.4,14.9,17.1,-0.4,1.53,5.7,502,Moderate
3378,31.6,85.1,4.5,19.4,29.0,11.9,1.23,6.3,429,Moderate
2279,31.0,74.1,11.1,14.5,20.9,9.9,0.86,14.4,353,Good
2598,25.2,71.5,3.5,9.0,11.3,5.6,0.88,10.0,393,Good
4159,29.3,77.1,14.5,19.8,14.0,2.9,1.07,11.6,361,Good
3870,21.2,59.5,6.5,9.8,22.9,5.0,1.09,10.5,595,Good
3428,40.9,76.9,153.9,176.5,37.4,18.5,3.4,5.3,821,Hazardous
2176,25.2,43.9,0.4,4.9,12.3,4.8,1.08,12.7,471,Good
424,24.6,76.5,13.9,21.6,20.0,5.9,1.11,10.8,414,Good
392,38.1,82.6,5.1,13.8,25.0,9.9,1.5,6.7,582,Moderate
4726,22.9,75.4,4.5,10.4,18.4,3.7,0.96,14.4,359,Good
3693,32.1,53.9,7.5,16.9,29.2,18.1,1.59,5.3,328,Moderate
104,27.1,101.5,8.8,6.7,44.8,28.1,2.34,2.8,645,Hazardous
3994,24.5,59.1,35.9,46.4,36.8,22.7,1.83,3.5,562,Poor
4412,28.7,67.8,58.9,68.3,21.3,7.4,1.15,10.5,614,Good
1948,46.0,90.9,11.0,30.8,26.2,15.0,1.78,5.6,736,Poor
1459,33.3,54.3,21.3,33.9,23.6,2.9,1.35,5.2,585,Moderate
3257,33.8,72.7,60.4,71.8,30.7,19.5,1.52,7.9,610,Poor
2803,27.9,59.3,45.9,56.0,27.0,6.7,1.4,6.7,633,Moderate
2706,31.7,70.0,8.4,19.9,24.7,9.8,1.35,6.7,438,Moderate
4789,25.4,77.4,4.4,16.3,23.9,11.2,1.5,5.6,652,Moderate
1587,30.7,99.1,57.4,74.7,40.7,17.9,2.85,3.1,761,Hazardous
3659,34.5,105.1,7.5,31.7,54.9,18.4,2.99,5.2,561,Hazardous
1731,25.0,77.4,1.4,5.8,14.7,6.3,0.84,11.0,288,Good
4764,29.2,58.3,18.1,21.8,16.9,5.3,0.98,16.0,219,Good
4224,25.2,54.0,0.7,4.1,17.3,7.8,1.04,13.0,307,Good
3681,32.1,73.6,39.4,54.8,39.5,6.8,2.0,4.2,493,Poor
1791,32.0,88.8,4.7,13.5,29.4,11.5,1.62,7.9,604,Moderate
2355,24.9,70.5,0.2,5.9,12.5,6.9,1.07,11.9,240,Good
1940,43.6,88.4,24.6,37.1,37.1,24.5,2.81,7.4,626,Hazardous
702,28.8,58.0,6.3,36.4,42.2,1.9,2.43,3.5,505,Poor
2442,49.5,99.9,0.8,26.1,28.8,17.1,1.8,4.8,755,Hazardous
4375,18.6,75.3,3.5,10.0,11.6,2.6,0.98,11.9,375,Good
496,24.9,76.0,32.1,41.6,16.2,17.7,1.49,6.0,612,Moderate
464,26.1,49.9,0.0,5.9,18.7,9.7,0.82,10.4,556,Good
4071,34.7,63.4,79.7,92.0,29.9,4.0,1.36,6.1,566,Moderate
4333,27.4,73.3,4.1,8.8,17.5,2.8,1.14,12.3,337,Good
172,22.9,80.0,12.1,18.3,23.8,2.5,1.09,12.8,189,Good
4943,38.4,100.3,44.3,63.7,26.9,14.9,1.88,3.4,605,Poor
4796,33.9,74.7,3.5,15.2,31.0,10.9,1.41,7.2,678,Moderate
2540,31.7,52.1,24.3,30.1,15.3,6.0,0.91,13.8,418,Good
3262,27.2,75.6,13.5,21.6,27.1,16.2,1.77,5.5,396,Moderate
4680,25.6,57.7,10.0,15.8,22.1,2.5,0.98,15.4,470,Good
2260,26.5,86.3,28.0,54.1,56.6,9.6,2.02,4.8,603,Hazardous
2112,33.4,70.5,7.5,15.2,24.1,8.6,1.49,6.0,417,Moderate
900,43.2,110.8,36.4,55.4,42.4,16.8,2.38,4.6,531,Hazardous
1446,36.6,83.6,7.4,19.4,18.4,14.7,1.48,9.1,707,Poor
3573,31.8,85.8,51.5,73.1,20.7,16.8,1.63,6.9,683,Moderate
741,38.5,96.6,1.0,29.0,56.8,25.8,3.02,5.7,571,Hazardous
2293,19.2,45.1,26.4,28.8,26.8,7.5,0.92,11.3,208,Good
2452,54.6,90.7,48.9,62.9,30.1,11.5,2.74,3.7,617,Hazardous
2622,19.6,60.0,2.5,7.0,22.7,4.8,1.01,11.8,594,Good
4078,29.9,86.8,33.4,41.3,20.6,8.3,1.46,10.6,295,Moderate
1206,27.4,73.5,17.1,22.1,15.7,8.3,0.92,12.0,572,Good
509,26.4,76.1,16.6,21.8,20.2,5.7,1.73,5.3,633,Moderate
2620,24.0,46.1,0.0,2.2,15.1,6.8,1.13,10.8,465,Good
2802,24.4,66.9,3.1,11.3,22.3,0.0,1.14,10.6,230,Good
3313,39.3,77.8,60.6,78.3,23.8,10.9,2.74,6.2,665,Poor
1549,25.2,71.3,30.4,36.0,14.7,4.8,0.94,11.2,432,Good
4563,29.8,74.1,1.9,6.8,26.0,4.2,0.94,10.7,250,Good
2202,28.6,42.3,12.0,22.5,27.8,13.3,1.35,5.2,648,Moderate
2566,31.5,71.1,20.4,35.1,39.2,10.9,2.11,10.5,562,Poor
3892,24.5,78.6,19.2,25.8,13.5,3.1,0.93,11.7,468,Good
2044,28.1,78.1,30.4,38.6,33.9,7.9,1.35,8.7,465,Moderate
767,25.5,81.0,1.1,9.9,31.2,12.3,1.77,5.9,572,Moderate
4872,31.9,65.2,15.9,19.4,30.3,28.2,1.82,8.2,771,Poor
3738,33.2,57.3,6.3,20.3,31.2,5.8,1.69,8.2,316,Moderate
421,33.5,78.0,9.1,30.0,38.1,10.9,2.08,3.7,539,Poor
123,27.0,50.4,17.4,30.2,19.1,10.5,1.68,5.6,490,Moderate
4162,25.7,42.0,10.0,17.4,22.7,7.2,1.16,10.4,384,Good
2628,22.1,64.6,13.1,17.7,15.6,4.9,0.99,10.5,468,Good
819,40.7,64.4,4.0,16.3,30.0,11.1,1.55,6.8,504,Moderate
1403,22.8,83.4,28.2,42.9,42.6,9.8,1.71,4.5,818,Poor
1382,27.9,59.2,35.9,44.9,26.1,16.4,1.31,8.3,650,Moderate
2148,21.1,59.4,28.0,37.8,33.8,11.5,1.32,5.4,496,Moderate
1575,32.0,61.5,13.9,20.6,23.3,11.0,1.41,8.1,425,Moderate
1638,25.0,75.7,4.7,9.3,21.2,5.2,1.15,16.0,541,Good
1795,19.7,73.8,1.4,6.7,20.1,4.3,1.1,14.2,532,Good
4815,32.8,71.6,23.3,30.3,23.4,16.8,1.75,7.4,632,Moderate
399,18.9,41.8,4.4,10.2,25.7,1.9,0.96,10.1,564,Good
2310,37.0,72.5,22.8,30.2,25.5,10.9,1.16,5.4,318,Moderate
882,41.4,86.0,25.7,35.8,39.6,4.8,1.99,6.1,449,Poor
4973,28.0,55.4,3.0,15.1,22.8,21.8,1.76,5.1,405,Moderate
2897,27.7,69.4,0.8,8.4,14.3,4.1,0.86,13.4,425,Good
1352,18.0,43.2,5.4,10.0,16.4,2.2,1.07,14.5,571,Good
2742,24.8,46.4,0.7,5.7,15.7,4.7,0.98,10.5,523,Good
4550,26.1,38.4,0.4,5.4,20.9,3.1,1.12,11.1,387,Good
2130,25.5,68.4,54.1,64.4,30.8,0.7,1.81,5.7,671,Poor
982,23.8,72.5,16.3,20.1,26.3,3.9,0.69,12.2,519,Good
456,21.3,53.4,16.1,22.3,19.3,3.7,0.98,11.8,314,Good
4119,36.0,70.9,67.7,75.3,24.9,24.7,2.13,8.3,458,Poor
1079,33.3,76.1,2.6,10.2,24.8,9.9,1.35,6.7,321,Moderate
1950,29.4,61.4,29.6,50.2,37.0,11.4,1.89,4.7,497,Poor
4314,37.4,105.6,22.8,44.9,31.1,9.5,2.68,3.6,563,Poor
689,40.1,80.2,36.5,49.6,30.0,8.0,2.13,3.7,468,Poor
2429,29.3,52.3,22.6,31.6,25.6,7.0,1.68,6.5,508,Moderate
641,20.2,58.0,2.8,5.5,17.2,1.8,1.01,13.3,312,Good
2392,22.2,69.7,19.1,21.7,25.0,9.2,1.15,12.5,595,Good
1953,33.6,55.2,2.9,21.2,21.9,5.1,1.69,5.3,454,Moderate
2748,22.4,54.5,0.0,4.6,20.6,7.5,0.74,11.4,326,Good
4313,26.3,59.4,3.9,7.0,18.1,7.7,1.05,10.3,526,Good
3435,43.9,80.9,4.6,15.6,37.6,21.9,2.05,5.4,387,Poor
3336,32.7,62.6,50.5,66.6,31.5,9.2,1.26,7.1,473,Moderate
4766,28.2,68.1,7.2,9.1,20.8,4.7,1.07,10.2,379,Good
3370,26.9,95.2,0.0,17.3,26.9,23.6,1.33,10.2,650,Moderate
1884,30.8,66.5,105.7,117.8,39.4,36.5,2.64,6.7,573,Hazardous
389,31.5,73.6,55.0,68.7,22.3,12.5,1.35,6.2,417,Moderate
2494,25.6,72.6,7.9,10.6,16.8,7.8,0.9,16.8,376,Good
3878,52.6,91.3,150.5,159.0,36.8,6.3,2.71,5.1,482,Hazardous
3856,18.3,70.2,15.9,23.1,18.0,7.4,1.16,10.2,399,Good
845,26.0,81.8,8.4,20.4,28.8,5.6,1.49,5.5,596,Moderate
542,28.7,55.1,20.5,23.6,17.3,2.6,0.86,11.9,347,Good
91,27.1,50.4,45.6,51.1,14.3,6.4,1.1,10.3,371,Good
3889,23.0,76.7,4.3,12.0,18.3,0.7,1.07,12.9,270,Good
1979,26.3,83.1,29.7,48.0,33.0,8.2,1.56,6.0,579,Moderate
2812,28.0,50.9,1.0,6.3,23.0,5.3,0.87,13.2,381,Good
4082,20.1,66.0,1.0,3.5,17.0,2.6,1.02,10.6,573,Good
2902,19.2,72.5,0.9,8.9,18.2,7.6,0.91,10.4,381,Good
2529,38.7,67.0,22.4,41.4,46.9,21.7,2.24,5.7,520,Hazardous
1676,22.1,73.9,4.6,14.5,32.4,22.2,2.1,6.8,492,Poor
1048,22.4,42.1,1.2,9.4,25.6,8.5,0.84,11.9,485,Good
1960,28.6,54.9,8.3,14.9,24.1,5.0,0.96,10.7,521,Good
2530,29.6,68.9,1.9,7.6,26.5,4.1,1.5,9.9,398,Moderate
